0.005,219.6
0.01,100
0.015,131.4
0.02,94
0.025,99.8
0.03,87.4
0.035,97.7
0.04,90.2
0.045,85.2
0.05,87.3
0.055,86.5
0.06,85.8
0.065,86.1
0.07,85.5
0.075,87.7
0.08,84
0.085,82.3
0.09,85.8
0.095,84.9
0.1,85.5
0.105,85.8
0.11,85.9
0.115,85.1
0.12,84.2
0.125,83.6
0.13,82.2
0.135,79.4
0.14,78.5
0.145,79.9
0.15,79.4
0.155,80.2
0.16,79.4
0.165,81.2
0.17,79.7
0.175,80.4
0.18,81.9
0.185,83.7
0.19,81.9
0.195,82.3
0.2,82.2
0.205,81.4
0.21,81.8
0.215,82.6
0.22,83
0.225,80.7
0.23,82
0.235,81.9
0.24,79.8
0.245,80.3
0.25,80.8
0.255,85.1
0.26,88.6
0.265,87.6
0.27,85.5
0.275,89
0.28,86.8
0.285,88.9
0.29,88.3
0.295,88.4
0.3,87.1
0.305,89.3
0.31,93
0.315,92.4
0.32,88.1
0.325,89.7
0.33,88.8
0.335,91.3
0.34,92.2
0.345,92.4
0.35,90.1
0.355,92.2
0.36,90.6
0.365,91.7
0.37,93.8
0.375,92
0.38,91.9
0.385,89.9
0.39,89.1
0.395,88.6
0.4,88.3
0.405,91.3
0.41,88.8
0.415,88.3
0.42,89.4
0.425,89
0.43,90.1
0.435,89.7
0.44,89.8
0.445,90.7
0.45,90.4
0.455,89.8
0.46,88.3
0.465,89.4
0.47,89.8
0.475,90.6
0.48,91.2
0.485,97.9
0.49,92.4
0.495,91.3
0.5,91.1
0.505,120.7
0.51,123.8
0.515,124.5
0.52,124.1
0.525,124.8
0.53,128.6
0.535,124.9
0.54,124.7
0.545,123.3
0.55,124.4
0.555,122.9
0.56,124.8
0.565,124.8
0.57,124.3
0.575,124.9
0.58,124.7
0.585,122.7
0.59,123.6
0.595,125.7
0.6,125.2
0.605,124.8
0.61,122.5
0.615,124.9
0.62,124.5
0.625,124.4
0.63,124.1
0.635,125.9
0.64,125.5
0.645,124.9
0.65,125.4
0.655,125.2
0.66,124.9
0.665,125.9
0.67,124.7
0.675,124.2
0.68,126.2
0.685,124.9
0.69,123.6
0.695,125.9
0.7,125.6
0.705,124.5
0.71,124
0.715,129
0.72,125.4
0.725,127.7
0.73,128.5
0.735,128.5
0.74,126.9
0.745,126.2
0.75,126.2
0.755,126.2
0.76,126.5
0.765,131.7
0.77,126.6
0.775,127.3
0.78,128.8
0.785,128.1
0.79,125.5
0.795,129.5
0.8,129.3
0.805,125.4
0.81,126.1
0.815,125.3
0.82,128.6
0.825,127.8
0.83,124.7
0.835,126.1
0.84,126.4
0.845,128.9
0.85,126.7
0.855,124.8
0.86,126.4
0.865,127.1
0.87,127.1
0.875,127.3
0.88,125.7
0.885,126.5
0.89,127.1
0.895,125.6
0.9,125.2
0.905,127.8
0.91,124.9
0.915,127.2
0.92,125
0.925,124.8
0.93,124.3
0.935,125.8
0.94,125.4
0.945,126.7
0.95,125.5
0.955,126.8
0.96,126.9
0.965,126.1
0.97,127.1
0.975,125.6
0.98,126.9
0.985,127.7
0.99,127.3
0.995,126.3
1,125.7